id,director,cast
2574,Louis Malle,"['Jeanne Moreau', 'Alain Cuny', 'José Luis de Villalonga']"
72495,Leni Riefenstahl,"['Leni Riefenstahl', 'Mathias Wieman', 'Beni Führer']"
34283,Sophie Fiennes,['Slavoj Žižek']
114390,Frederick Wiseman,[]
85844,Kenji Mizoguchi,"['Kinuyo Tanaka', 'Sanae Takasugi', 'Kumeko Urabe']"
14447,Nick Park,"['Peter Sallis', 'Sally Lindsay', 'Melissa Collier']"
17157,David Mackay,"['Dean Cain', 'Britt McKillip', 'Anne Marie DeLuise']"
1964,Sebastian Schipper,"['Jürgen Vogel', 'Daniel Brühl', 'Sabine Timoteo']"
44626,Anatole Litvak,"['Henry Fonda', 'Barbara Bel Geddes', 'Vincent Price']"
65502,Andrew V. McLaglen,"['James Stewart', 'George Kennedy', 'Anne Baxter']"
17912,Emile Ardolino,"['Bette Midler', 'Peter Riegert', 'Cynthia Gibb']"
43962,Richard Thorpe,"['Spencer Tracy', 'James Stewart', 'Valentina Cortese']"
28148,Sam Firstenberg,"['Sho Kosugi', 'Lucinda Dickey', 'Jordan Bennett']"
93260,Phil Donahue,"['Robert Byrd', 'Cathy Smith', 'Nathan Young']"
109539,John Ford,"['Charles Winninger', 'Arleen Whelan', 'John Russell']"
116973,John Ford,"['Loretta Young', 'Richard Greene', 'George Sanders']"
74485,,[]
174122,,"['Larry Hagman', 'Patrick Duffy', 'Linda Gray']"
200311,Michael Rubbo,"['Michael Rubbo', 'Mark Rylance']"
10200,Scott Derrickson,"['Keanu Reeves', 'Jennifer Connelly', 'Kathy Bates']"
8881,Steven Soderbergh,"['Benicio del Toro', 'Demián Bichir', 'Rodrigo Santoro']"
8880,Steven Soderbergh,"['Benicio del Toro', 'Catalina Sandino Moreno', 'Franka Potente']"
11127,Edward Neumeier,"['Casper Van Dien', 'Jolene Blalock', 'Stephen Hogan']"
18117,Toa Fraser,"['Jeremy Northam', 'Sam Neill', 'Bryan Brown']"
109711,Alexander Hall,"['Edward G. Robinson', ""Barbara O'Neil"", 'John Beal']"
18926,Elia Kazan,"['Dana Andrews', 'Jane Wyatt', 'Lee J. Cobb']"
86782,Fielder Cook,"['Van Heflin', 'Everett Sloane', 'Ed Begley']"
25852,Alfredo De Villa,"['Elizabeth Peña', 'Freddy Rodríguez', 'Luis Guzmán']"
39407,George Waggner,"['Boris Karloff', 'Susanna Foster', 'Turhan Bey']"
39409,Joseph Pevney,"['Charles Laughton', 'Boris Karloff', 'Sally Forrest']"
37584,Yeşim Ustaoğlu,"['Onur Ünsal', 'Derya Alabora']"
14359,John Patrick Shanley,"['Meryl Streep', 'Philip Seymour Hoffman', 'Amy Adams']"
19486,Kwak Jae-yong,"['Haruka Ayase', 'Keisuke Koide', 'Risa Ai']"
126754,Phillip Badger,"[""Terry O'Quinn"", 'Kristy McNichol']"
13223,Clint Eastwood,"['Clint Eastwood', 'Christopher Carley', 'Bee Vang']"
11499,Ron Howard,"['Michael Sheen', 'Frank Langella', 'Kevin Bacon']"
8055,Stephen Daldry,"['Kate Winslet', 'Ralph Fiennes', 'David Kross']"
3054,Phil Karlson,"['Dean Martin', 'Elke Sommer', 'Sharon Tate']"
14072,Aditya Chopra,"['Shah Rukh Khan', 'Vinay Pathak', 'Anushka Sharma']"
20542,Marc F. Adler,"['Freddie Prinze Jr.', 'Jennifer Love Hewitt', 'Val Kilmer']"
12449,Alfred Lot,"['Mélanie Laurent', 'Éric Caravaca', 'Gilles Lellouche']"
5816,Alex van Warmerdam,"['Alex van Warmerdam', 'Ariane Schluter', 'Jaap Spijkers']"
13980,Masahiro Andô,"['Tomoya Nagase', 'Yuri Chinen', 'Kouichi Yamadera']"
8276,Philippe Claudel,"['Kristin Scott Thomas', 'Elsa Zylberstein', 'Serge Hazanavicius']"
61751,Lodewijk Crijns,"['Kim van Kooten', 'Hans Teeuwen', 'Peer Mascini']"
11321,Gabriele Muccino,"['Will Smith', 'Rosario Dawson', 'Sarah Jane Morris']"
52615,J.P. Howell,"['Casper Van Dien', 'Vincent Gale', 'Stefanie von Pfetten']"
41966,Sandor Stern,"['David Hewlett', 'Cynthia Preston', ""Terry O'Quinn""]"
89453,Vladan Nikolić,"['Sergej Trifunović', 'Geno Lechner', 'Peter Gevisser']"
120862,George Cukor,"['Ann Harding', 'Leslie Howard', 'Myrna Loy']"
42655,Yevgeni Sherstobitov,"['Sergei Stolyarov', 'Vija Artmane', 'Nikolai Kryukov']"
12163,Darren Aronofsky,"['Mickey Rourke', 'Marisa Tomei', 'Evan Rachel Wood']"
14772,Mick Jackson,"['Emily Watson', 'Dermot Mulroney', 'Gretchen Mol']"
27991,Roy Del Ruth,"['Edward G. Robinson', 'Mary Astor', 'Helen Vinson']"
87894,William Nigh,"['Lon Chaney', 'Renée Adorée', 'Ralph Forbes']"
9050,Ching Siu-Tung,"['Leslie Cheung', 'Joey Wong', 'Jacky Cheung']"
86082,Frank Capra,[]
79090,Frank Capra,"['Walter Huston', 'Frieda Inescort', 'John B. Hughes']"
47499,Pascal Bonitzer,"['Daniel Auteuil', 'Emmanuelle Devos', 'Ludivine Sagnier']"
60488,John Rawlins,"['Jon Hall', 'Maria Montez', 'Sabu']"
111302,Tod Browning,"['Lon Chaney', 'Owen Moore', 'Renée Adorée']"
112912,Frank Capra,['Anthony Veiller']
80616,George Stevens,"['Jean Arthur', 'Joel McCrea', 'Charles Coburn']"
2694,Wang Quan'an,"['Nan Yu', 'Bater', ""Sen'ge""]"
39558,Paul Wendkos,"['Fred MacMurray', 'Lin McCarthy', 'Dorothy Green']"
36573,Lee H. Katzin,"['Telly Savalas', 'Ernest Borgnine', 'Hunt Block']"
4922,David Fincher,"['Cate Blanchett', 'Brad Pitt', 'Tilda Swinton']"
159849,Frank Capra,"['Knox Manning', 'Murray Alper', 'General Bergeret']"
10201,Peyton Reed,"['Jim Carrey', 'Zooey Deschanel', 'Rhys Darby']"
75686,Alan Spencer,"['Arye Gross', 'Claudia Christian', 'Adrienne Shelly']"
297983,Jacques Sarasin,[]
2253,Bryan Singer,"['Tom Cruise', 'Carice van Houten', 'Kenneth Branagh']"
14422,Craig Lucas,"['Matthew Perry', 'Ben Foster', 'Ginnifer Goodwin']"
40873,,"['Pete Seeger', 'Joan Baez', 'Johnny Cash']"
38142,Makoto Shinkai,"['Kenji Mizuhashi', 'Yoshimi Kondou', 'Satomi Hanamura']"
34812,David Michael Latt,"['C. Thomas Howell', 'Rhett Giles', 'Jake Busey']"
16268,C. Thomas Howell,"['C. Thomas Howell', 'Fred Griffith', 'Zack Beseda']"
15033,Oren Jacoby,[]
14806,Charles T. Kanganis,"['Angus Macfadyen', 'Willa Ford', 'Robert Moloney']"
51817,Zdravko Šotra,"['Vojin Ćetković', 'Katarina Radivojević', 'Dragan Nikolić']"
84397,Irving Cummings,"['Jane Russell', 'Groucho Marx', 'Frank Sinatra']"
59158,Edwin L. Marin,"['Bela Lugosi', 'Edward Van Sloan', 'David Manners']"
105371,,[]
6936,Nic Balthazar,"['Greg Timmermans', 'Laura Verlinden', 'Marijke Pinoy']"
13954,Ben Rock,"['Carlos Bernard', 'Mathew St. Patrick', 'Courtney Ford']"
13406,Tod Harrison Williams,"['Seann William Scott', 'Gretchen Mol', 'Kevin Conway']"
14357,Jens Jonsson,"['Jerry Johansson', 'Hampus Johansson', 'Georgi Staykov']"
185156,James Ivory,"['Anne Baxter', 'Robert Powell', 'Michael Wager']"
10202,Adam Shankman,"['Adam Sandler', 'Keri Russell', 'Guy Pearce']"
28564,W.S. Van Dyke,"['Clark Gable', 'William Powell', 'Myrna Loy']"
23604,Sean McGinly,"['Adam Scott', 'Donal Logue', 'Mackenzie Astin']"
13973,Clark Gregg,"['Sam Rockwell', 'Anjelica Huston', 'Kelly Macdonald']"
4148,Sam Mendes,"['Leonardo DiCaprio', 'Kate Winslet', 'Michael Shannon']"
194113,Paul Weiland,"['Rowan Atkinson', 'Tony Robinson', 'Stephen Fry']"
51247,Richard Boden,"['Rowan Atkinson', 'Tony Robinson', 'Miranda Richardson']"
17845,Erik Van Looy,"['Koen De Bouw', 'Filip Peeters', 'Matthias Schoenaerts']"
13827,S.R. Bindler,"['Matthew McConaughey', 'Jeffrey Nordling', 'Willie Nelson']"
362026,Kenneth Glenaan,"['Helena Bonham Carter', 'Holliday Grainger', 'Thomas Redford']"
15676,Randall Miller,"['Alan Rickman', 'Bryan Greenberg', 'Mary Steenburgen']"
15584,Kurt Kuenne,"['Kurt Kuenne', 'Andrew Bagby', 'David Bagby']"
13971,Nick Moore,"['Emma Roberts', 'Alex Pettyfer', 'Kimberley Nixon']"
89573,William Cameron Menzies,"['Edmund Lowe', 'Irene Ware', 'Bela Lugosi']"
13813,Edward Zwick,"['Daniel Craig', 'Liev Schreiber', 'Jamie Bell']"
13180,Peter Joseph,[]
42366,Fred C. Newmeyer,"['Harold Lloyd', 'Mildred Davis', 'John T. Prince']"
14306,David Frankel,"['Owen Wilson', 'Jennifer Aniston', 'Eric Dane']"
8049,Eric Guirado,"['Nicolas Cazalé', 'Clotilde Hesme', 'Daniel Duval']"
20028,Jack Bernhard,"['Jean Gillie', 'Edward Norris', 'Robert Armstrong']"
141971,JP Siili,"['Petteri Summanen', 'Ismo Kallio', 'Eppu Salminen']"
31047,Robert Harmon,"['Tom Selleck', 'Saul Rubinek', 'Viola Davis']"
8927,Ruben Östlund,"['Villmar Björkman', 'Linnea Cart-Lamy', 'Leif Edlund']"
12429,Hayao Miyazaki,"['Yuria Nara', 'Hiroki Doi', 'George Tokoro']"
53519,Hal Roach,"['Harold Lloyd', 'Roy Brooks', 'Mildred Davis']"
53518,Hal Roach,"['Harold Lloyd', 'Mildred Davis', 'Anna Mae Bilson']"
70191,Burt Kennedy,"['Robert Mitchum', 'George Kennedy', 'Martin Balsam']"
51808,Jean-Luc Godard,"['Jean-Pierre Andréani', 'Stéphane Audran', 'Nadine Ballot']"
18151,Nick Bicanic,[]
28256,William Dieterle,"['Bette Davis', 'Warren William', 'Alison Skipworth']"
16205,Jon Knautz,"['Robert Englund', 'Trevor Matthews', 'Daniel Kash']"
15331,Laurent de Bartillat,"['Sylvie Testud', 'Jean-Pierre Marielle', 'Christiane Millet']"
17287,Lloyd Kaufman,"['Jason Yachanin', 'Kate Graham', 'Allyson Sereboff']"
50988,JP Siili,"['Jussi Nikkilä', 'Reino Nordin', 'Jarkko Niemi']"
113916,Lewis Milestone,"['Gary Cooper', 'Akim Tamiroff', 'Madeleine Carroll']"
29741,David Lowell Rich,"['Moe Howard', 'Larry Fine', 'Joe DeRita']"
29262,Andrucha Waddington,"['Fernanda Montenegro', 'Ruy Guerra', 'Fernanda Torres']"
9795,Robert Lieberman,"['Shawn Ashmore', 'Kristin Kreuk', 'Isabella Rossellini']"
87790,Bill Berry,"['Roy Jefferson', 'Le Tari', 'Haskell V. Anderson III']"
26758,Richard Wilson,"['Robert Mitchum', 'Jan Sterling', 'Karen Sharpe']"
25528,Cedric Sundstrom,"['Michael Dudikoff', 'David Bradley', 'James Booth']"
8942,Kelly Reichardt,"['Michelle Williams', 'Will Patton', 'Will Oldham']"
13690,Matthew O'Callaghan,"['Mike Epps', 'Joel McHale', 'Jane Krakowski']"
16409,Joel Hopkins,"['Dustin Hoffman', 'Emma Thompson', 'Eileen Atkins']"
113921,Stuart Heisler,"['Gary Cooper', 'Ruth Roman', 'Steve Cochran']"
14756,Wilson Yip,"['Donnie Yen', 'Simon Yam', 'Lynn Hung']"
27244,Steven Ford,"['Jeffrey Byron', 'Richard Moll', 'Leslie Wing']"
35945,Neal Sundstrom,"['Phil Davis', 'Victoria Catlin', 'Ben Cole']"
54406,David Yates,"['Jim Broadbent', 'Hugh Laurie', 'Lyndsey Marshal']"
10596,Ringo Lam,"['Michael Rooker', 'Jean-Claude Van Damme', 'Ian Robison']"
60547,Don Siegel,"['Audie Murphy', 'Faith Domergue', 'Stephen McNally']"
368955,Edet Belzberg,[]
49256,Benito Zambrano,"['Alberto Yoel', 'Roberto San Martín', 'Yailene Sierra']"
86084,Frank Capra,"['Anthony Veiller', 'Walter Huston']"
13944,Rodrigo García,"['Anne Hathaway', 'Patrick Wilson', 'Andre Braugher']"
10199,Robert Stevenhagen,"['Matthew Broderick', 'Dustin Hoffman', 'Emma Watson']"
10521,Gary Winick,"['Anne Hathaway', 'Kate Hudson', 'Bryan Greenberg']"
26235,Matt Vancil,"['Nathan Rice', 'Carol Roscoe', 'Brian Lewis']"
13635,Jean-François Richet,"['Vincent Cassel', 'Cécile de France', 'Gérard Depardieu']"
14435,Patrick Lussier,"['Jensen Ackles', 'Jaime King', 'Kerr Smith']"
21966,Yôichi Sai,"['Takeshi Kitano', 'Hirofumi Arai', 'Kyōka Suzuki']"
52886,Nicolas Roeg,"['Oliver Reed', 'Amanda Donohoe', 'Georgina Hale']"
37373,Robert Rossen,"['James Mason', 'Joan Fontaine', 'Dorothy Dandridge']"
170094,Ilya Chaiken,[]
260528,Steven de Jong,"['Rense Westra', 'Peter Tuinman', 'Steven de Jong']"
13177,Stuart Townsend,"['Martin Henderson', 'Michelle Rodriguez', 'Woody Harrelson']"
34696,Oktay Ortabasi,"['Will Beinbrink', 'Brian Bogulski', 'Jay Brothers']"
221861,Frederick Wiseman,"['John Denver', 'Ed Bradley']"
114403,Frederick Wiseman,[]
14139,Nacho Vigalondo,"['Karra Elejalde', 'Candela Fernández', 'Bárbara Goenaga']"
16999,Pitof,"['Amy Acker', 'Tom Wisdom', 'John Rhys-Davies']"
8280,Abdellatif Kechiche,"['Habib Boufares', 'Hafsia Herzi', 'Farida Benkhetache']"
125705,Campbell Scott,"['Campbell Scott', 'Blair Brown', 'Roscoe Lee Browne']"
36746,Susan Dynner,"['Billie Joe Armstrong', 'Tim Armstrong', 'Brian Baker']"
36402,Magdalena Piekorz,"['Michal Zebrowski', 'Jan Frycz', 'Agnieszka Grochowska']"
317,Jasmila Zbanic,"['Mirjana Karanović', 'Luna Mijovic', 'Leon Lučev']"
12437,Patrick Tatopoulos,"['Bill Nighy', 'Michael Sheen', 'Rhona Mitra']"
2309,Iain Softley,"['Brendan Fraser', 'Sienna Guillory', 'Andy Serkis']"
86363,Andrew V. McLaglen,"['James Arness', 'Angie Dickinson', 'Emile Meyer']"
60542,Ray Enright,"['Randolph Scott', 'Barbara Britton', ""George 'Gabby' Hayes""]"
162865,Frank Capra,"['Walter Huston', 'Lloyd Nolan']"
47658,Jeff Garlin,['John Waters']
31688,Edvins Snore,[]
14076,Jag Mundhra,"['Naseeruddin Shah', 'Greta Scacchi', 'Gulshan Grover']"
13942,Rob Schmidt,"['Eliza Dushku', 'Cary Elwes', 'Timothy Hutton']"
18543,Roland Mesa,"['Robert Carradine', 'Julia Montgomery', 'Ted McGinley']"
21029,Steve Zacharias,"['Robert Carradine', 'Curtis Armstrong', 'Ted McGinley']"
50307,Benjamin Stoloff,"['Larry Fine', 'Moe Howard', 'Shemp Howard']"
49511,Al Pacino,"['Al Pacino', 'Jerry Orbach', 'Susan Floyd']"
27440,Robert Cary,"['Chad Allen', 'Robert Gant', 'Jeremy Glazer']"
13825,John Glenn,"['Paul Walker', 'Piper Perabo', 'Lambert Wilson']"
250093,Joseph Sargent,"['James Earl Jones', 'Martin Balsam', 'Burgess Meredith']"
15227,Rintaro,"['Masako Nozawa', 'Masako Ikeda', 'Yôko Asagami']"
14560,Steve Carr,"['Kevin James', ""Keir O'Donnell"", 'Jayma Mays']"
14410,"George Tillman, Jr.","['Jamal Woolard', 'Derek Luke', 'Naturi Naughton']"
13788,David S. Goyer,"['Odette Annable', 'Gary Oldman', 'Meagan Good']"
13429,Olly Blackburn,"['Nichola Burley', 'Sian Breckin', 'Jaime Winstone']"
6733,Anno Saul,"['Til Schweiger', 'Alexandra Maria Lara', 'Jürgen Vogel']"
14871,Darren Grant,"['Mary Elizabeth Winstead', 'Riley Smith', 'John Reardon']"
35077,Jean Negulesco,"['Sydney Greenstreet', 'Geraldine Fitzgerald', 'Peter Lorre']"
14353,Darren Lynn Bousman,"['Alexa PenaVega', 'Paul Sorvino', 'Anthony Stewart Head']"
27447,Anne Wheeler,"['Caroline Dhavernas', 'Paul Johansson', 'Brendan Fehr']"
14254,Charles Guard,"['Emily Browning', 'Arielle Kebbel', 'David Strathairn']"
16137,Blutch,"['Gil Alma', 'Aure Atika', 'François Creton']"
17803,Jack Sholder,"['Jonathan Silverman', 'Helen Slater', 'Martin Landau']"
101838,,"['Reino Nordin', 'Julius Lavonen', 'Juuso Pekkinen']"
214436,Călin Peter Netzer,"['Diana Dumbrava', 'Horatiu Malaele', 'Serban Ionescu']"
14549,Brian King,"['Danny Glover', 'Steve Zahn', 'Leelee Sobieski']"
80193,Tenny Wright,"['John Wayne', 'Noah Beery', 'Paul Hurst']"
169869,Silvio Narizzano,"['Terence Stamp', 'Joanna Pettet', 'Karl Malden']"
56816,Jukka-Pekka Valkeapää,"['Pavel Liška', 'Vitali Bobrov', 'Jorma Tommila']"
38205,Matti Grönberg,"['Heikki Silvennoinen', 'Timo Kahilainen', 'Heikki Hela']"
168261,Arto Halonen,[]
10529,Howard McCain,"['Jim Caviezel', 'Sophia Myles', 'Jack Huston']"
75880,Leo McCarey,"['Mae West', 'Roger Pryor', 'Johnny Mack Brown']"
160783,Rudolph Maté,"['Alan Ladd', 'Mona Freeman', 'Charles Bickford']"
58782,Michael Feifer,"['Alexandra Holden', 'Sid Haig', 'Leslie Easterbrook']"
62753,Stuart Heisler,"['Tony Curtis', 'Frank Lovejoy', 'Mary Murphy']"
417285,Sergio Véjar,"['Kitty de Hoyos', 'Blanca de Castejón', 'Angélica María']"
14582,Paul Gross,"['Paul Gross', 'Caroline Dhavernas', 'Joe Dinicol']"
46595,Werner Herzog,"['Werner Herzog', 'Walter Steiner']"
50318,Abel Ferrara,"['Willem Dafoe', 'Bob Hoskins', 'Matthew Modine']"
253116,Laurie Weltz,"['Joely Richardson', 'Claire Bloom', 'Aleksa Palladino']"
94533,Delmer Daves,"['Alan Ladd', 'Ernest Borgnine', 'Katy Jurado']"
44052,Nunnally Johnson,"['Ginger Rogers', 'Van Heflin', 'Gene Tierney']"
63938,Olli Saarela,"['Jorma Tommila', 'Tommi Eronen', 'Maria Järvenhelmi']"
1977,Toby Wilkins,"['Johanna Braddy', 'Gil McKinney', 'Emi Ikehata']"
46725,Mick Jackson,"['James Woods', 'Mercedes Ruehl', 'Lolita Davidovich']"
13510,James Watkins,"['Kelly Reilly', 'Michael Fassbender', 'Tara Ellis']"
15554,Paul Sen,"['Steve Jobs', 'Bill Gates', 'Steve Wozniak']"
14836,Henry Selick,"['Dakota Fanning', 'Teri Hatcher', 'Jennifer Saunders']"
48350,Don Sharp,"['Nicky Henson', 'George Sanders', 'Mary Larkin']"
97915,Emile de Antonio,[]
15003,Prachya Pinkaew,"['JeeJa Yanin', 'Hiroshi Abe', 'Ammara Siripong']"
141971,JP Siili,"['Petteri Summanen', 'Ismo Kallio', 'Eppu Salminen']"
24194,Ted Nicolaou,"['Diane Franklin', 'Gerrit Graham', 'Mary Woronov']"
14851,Rupert Wyatt,"['Brian Cox', 'Damian Lewis', 'Joseph Fiennes']"
13455,Paul McGuigan,"['Dakota Fanning', 'Camilla Belle', 'Chris Evans']"
4959,Tom Tykwer,"['Clive Owen', 'Naomi Watts', 'Armin Mueller-Stahl']"
10362,James Gray,"['Joaquin Phoenix', 'Gwyneth Paltrow', 'Isabella Rossellini']"
10184,Ken Kwapis,"['Ben Affleck', 'Jennifer Aniston', 'Drew Barrymore']"
16170,Baltasar Kormákur,"['Ingvar Eggert Sigurðsson', 'Ágústa Eva Erlendsdóttir', 'Björn Hlynur Haraldsson']"
14849,Stephen Herek,"['Ellen Muth', 'Jasmine Guy', 'Callum Blue']"
36764,Ere Kokkonen,"['Vesa-Matti Loiri', 'Marjatta Raita', 'Spede Pasanen']"
111459,John Farrow,"['Ray Milland', 'Barbara Stanwyck', 'Barry Fitzgerald']"
37309,Jacques Tourneur,"['Dana Andrews', 'Brian Donlevy', 'Susan Hayward']"
131729,Steven Schachter,"['William H. Macy', 'Rebecca De Mornay', 'Mike Nussbaum']"
52105,John Cassavetes,"['Ben Gazzara', 'Peter Falk', 'John Cassavetes']"
60539,Budd Boetticher,"['Audie Murphy', 'Beverly Tyler', 'James Best']"
28196,D.W. Griffith,"['Henry B. Walthall', 'Spottiswoode Aitken', 'Blanche Sweet']"
1560,Nikos Nikolaidis,"['Meredyth Herold', 'Michele Valley', 'Panos Thanassoulis']"
85394,Małgorzata Szumowska,"['Julia Jentsch', 'Peter Gantzler', 'Maciej Stuhr']"
15060,Peter Avanzino,"['Billy West', 'Katey Sagal', 'John DiMaggio']"
26900,Yavuz Turgul,"['Şener Şen', 'Ugur Yücel', 'Özkan Uğur']"
15189,Thor Freudenthal,"['Emma Roberts', 'Jake T. Austin', 'Don Cheadle']"
133328,Barry Shear,"['Richard Harris', 'Rod Taylor', 'Al Lettieri']"
13492,Xavier Gens,"['Karina Testa', 'Aurélien Wiik', 'Patrick Ligardes']"
70089,Hiroshi Saitô,"['Minami Takayama', 'Mika Kanai', 'Akio Ohtsuka']"
4832,Nadia Conners,"['Kenny Ausubel', 'Janine Benyus', 'Sylvia Earle']"
135938,Maciej Ślesicki,"['Bogusław Linda', 'Dorota Segda', 'Aleksandra Maliszewska']"
7353,Dennis Lee,"['Julia Roberts', 'Carrie-Anne Moss', 'Willem Dafoe']"
14711,Fuminori Kizaki,"['Samuel L. Jackson', 'Lucy Liu', 'Mark Hamill']"
52512,Hou Hsiao-hsien,"['Yo Hitoto', 'Tadanobu Asano', 'Masato Hagiwara']"
98193,Nagisa Ōshima,"['Kei Satô', 'Fumio Watanabe', 'Toshirô Ishidô']"
49600,Dennis Hopper,"['Dennis Hopper', 'Toni Basil', 'Stella Garcia']"
24171,Mahamat-Saleh Haroun,"['Ali Barkai', 'Youssouf Djaoro', 'Aziza Hisseine']"
47980,Gale Edwards,"['Glenn Carter', 'Jerome Pradon', 'Renee Castle']"
5677,Charles Band,"['Tim Thomerson', 'Helen Hunt', 'Biff Manard']"
44618,Tage Danielsson,"['Gösta Ekman', 'Grynet Molvig', 'Toivo Pawlo']"
16804,Yojiro Takita,"['Masahiro Motoki', 'Tsutomu Yamazaki', 'Ryoko Hirosue']"
25405,Ross Katz,"['Kevin Bacon', 'Tom Aldredge', 'Nicholas Art']"
73953,Hesham Issawi,"['Sayed Badreya', 'Tony Shalhoub', 'Kais Nashef']"
1961,Bruce Campbell,"['Bruce Campbell', 'Grace Thorsen', 'Ted Raimi']"
15148,Michael Schroeder,"['Christopher Plummer', 'Michael Angarano', 'M. Emmet Walsh']"
54838,Patrick Keiller,['Paul Scofield']
15945,John Carter,"['Cuba Gooding Jr.', 'J.K. Simmons', 'John Terry']"
171840,Frederic Golchan,"['Gabrielle Anwar', 'Sean Astin', 'Patty Duke']"
68190,Markku Pölönen,"['Olavi Uusivirta', 'Laura Birn', 'Peter Franzén']"
14204,Jessica Yu,"['Jimmy Tsai', 'Andrew Vo', 'Khary Payton']"
20829,Judd Apatow,"['Adam Sandler', 'Seth Rogen', 'Leslie Mann']"
30508,Hannes Stöhr,"['Paul Kalkbrenner', 'Rita Lengyel', 'Corinna Harfouch']"
15039,Richard Crudo,"['Steven Seagal', 'Linden Ashby', 'Jenna Harrison']"
13639,Pieter Verhoeff,"['Yannick van de Velde', 'Quinten Schram', 'Johan Leysen']"
47561,Michael Winner,"['Sophia Loren', 'James Coburn', 'O.J. Simpson']"
18884,Yves Simoneau,"['Alec Baldwin', 'Brian Cox', 'Christopher Plummer']"
26036,Nicholas Ray,"['James Mason', 'Barbara Rush', 'Walter Matthau']"
434306,Pekka Mandart,"['Mikko Nousiainen', 'Melissa Galianos', 'Michael Ironside']"
14977,Alex Turner,"['Shane West', 'Leonard Roberts', 'Aldis Hodge']"
157909,Cassandra Nicolaou,"['Michelle Nolden', 'Katharine Isabelle', 'Kett Turton']"
21851,Bryan Goeres,"['Armand Assante', 'Dina Meyer', 'Lacey Chabert']"
15105,Jeff Balis,"['Adam Carolla', 'John Michael Higgins', 'Rob Benedict']"
17314,Roel Reiné,"['Steven Seagal', 'Lance Henriksen', 'Blanchard Ryan']"
24351,Michael Keusch,"['Steven Seagal', 'Steve Toussaint', 'Angus MacInnes']"
94405,Rudolph Maté,"['Fred MacMurray', 'Charlton Heston', 'Donna Reed']"
110761,Lukas Moodysson,"['Jena Malone', 'Peter Lorentzon', 'Mariha Åberg']"
38087,Dan Eckman,"['Donald Glover', 'Aubrey Plaza', 'Dominic Dierkes']"
16177,Dick Maas,"['Bracha van Doesburgh', 'Hadewych Minis', 'Sanne Wallis de Vries']"
29363,Feng Xiaogang,"['Andy Lau', 'René Liu', 'Gordon Lam Ka-Tung']"
79331,Joseph M. Newman,"['Joel McCrea', 'Julie Adams', 'John McIntire']"
36499,Phil Whitman,"['Evalyn Knapp', 'John Wayne', 'Reginald Barlow']"
15268,Andrzej Bartkowiak,"['Kristin Kreuk', 'Chris Klein', 'Neal McDonough']"
17317,Don E. FauntLeRoy,"['Steven Seagal', 'Eddie Griffin', 'Kirk B.R. Woller']"
434,Detlev Buck,"['David Kross', 'Jenny Elvers', 'Erhan Emre']"
15670,Tyler Perry,"['Tyler Perry', 'Derek Luke', 'Keshia Knight Pulliam']"
206034,John Ford,"['Victor McLaglen', 'Myrna Loy', 'David Torrence']"
19255,Sam Mendes,"['John Krasinski', 'Maya Rudolph', 'Carmen Ejogo']"
43034,Phil Karlson,"['Jeffrey Hunter', 'David Janssen', 'Sessue Hayakawa']"
29117,Michael Curtiz,"['Joan Caulfield', 'Claude Rains', 'Audrey Totter']"
14979,Mimi Leder,"['Morgan Freeman', 'Antonio Banderas', 'Radha Mitchell']"
18208,Chad Lowe,"['William Hurt', 'Rita Wilson', 'Brett Davern']"
41054,Michelangelo Antonioni,"['Steve Cochran', 'Alida Valli', 'Betsy Blair']"
37468,George Seaton,"['Montgomery Clift', 'Paul Douglas', 'Cornell Borchers']"
8832,Paolo Sorrentino,"['Toni Servillo', 'Anna Bonaiuto', 'Giulio Bosetti']"
50013,Larisa Shepitko,"['Maya Bulgakova', 'Sergey Nikonenko', 'Zhanna Bolotova']"
8279,Cédric Klapisch,"['Juliette Binoche', 'Romain Duris', 'Fabrice Luchini']"
14063,Alfredo De Villa,"['Heather Graham', 'Victor Rasuk', 'Dominic Chianese']"
13207,Marcus Nispel,"['Derek Mears', 'Jared Padalecki', 'Danielle Panabaker']"
15067,Kim Jee-woon,"['Song Kang-ho', 'Lee Byung-hun', 'Jung Woo-sung']"
14853,Sheldon Wilson,"['Stephen Amell', 'Greg Bryk', 'Stephen Dunn']"
15159,Harald Zwart,"['Steve Martin', 'Jean Reno', 'Emily Mortimer']"
18529,Stacy Peralta,['Forest Whitaker']
7916,Uwe Boll,"['Til Schweiger', 'Emmanuelle Vaugier', 'Udo Kier']"
38789,Walter Söderlund,"['Robert Gustafsson', 'Jonas Inde', 'Johan Rheborg']"
90324,Geoffrey Smith,[]
67384,Marion Vernoux,"['Karin Viard', 'Sergi López', 'Hélène Fillières']"
36281,Naomi Kawase,"['Naomi Kawase', 'Kohei Fukungaga', 'Yuka Hyyoudo']"
